recommended_action,final_score,programmeName,normalized_domain,review_providers,photo_signal,measurement_signal,gap_tags,primarySector,subSectors,approvalRate,epc,awinIndex,feedEnabled,productReporting,primaryRegion,displayUrl,sample_product_urls,already_in_lead_or_sovrn,existing_data_dir_found,existing_scrape_doc_found,existing_claim_found,probe_status,notes,advertiserId,base_gap_score,source_export,conversionRate,launchDate,paymentStatus,paymentRiskLevel,commissionMin,commissionMax,cookieLength,parentSectors,averagePaymentTime,descriptionShort
do_not_prioritize_now,-6.7,Alashan Cashmere,alashancashmere.com,unknown,no,yes,general_womenswear,Clothing,Clothing,84.54,0.57,51.6286,yes,yes,US,https://www.alashancashmere.com,,no,no,no,no,not_probed,,104919,-60.0,AWIN_AllClothingAdvertisers.csv,3.5305,2025-07-29,green,none,0,0,30,Retail & Shopping,68,"At Alashan Cashmere, we empower women to express their unique beauty through a vibrant collection of luxurious fabrics. We craft exquisite products for women, men, and the home, all made from the world’s most luxurious natural fibers."
do_not_prioritize_now,-7.8,DAVEK UMBRELLAS,davekny.com,unknown,no,no,,Clothing Accessories,Clothing|Clothing Accessories|Menswear,100.00,0.11,51.2915,yes,yes,US,https://davekny.com/,,no,no,no,no,not_probed,,59251,-55.0,AWIN_AllClothingAdvertisers.csv,0.280875,2025-07-17,green,none,0,0,30,Retail & Shopping,70,"DAVEK produces a collection of high-end, uniquely strong umbrellas designed to withstand the most brutal of weather conditions. A Davek umbrella is no ordinary umbrella. Since 2005, the company has been producing high-performa"
do_not_prioritize_now,-9.0,TELETIES,teleties.com,unknown,no,no,,Clothing Accessories,Clothing|Clothing Accessories|Sports Equipment,100.00,0.05,52.4471,yes,yes,US,https://www.teleties.com,,no,no,no,no,not_probed,,90257,-55.0,AWIN_AllClothingAdvertisers.csv,1.44188,2025-07-23,green,none,0,0,90,Retail & Shopping,70,
do_not_prioritize_now,-9.6,Jacaranda Living,jacarandaliving.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.27,57.7799,yes,yes,US,https://www.jacarandaliving.com,,no,no,no,no,not_probed,,53089,-60.0,AWIN_AllClothingAdvertisers.csv,6.75256,2025-07-24,green,none,0,0,30,Retail & Shopping,70,"At Jacaranda Living, we live for the beautiful moments at home in soft cotton sleepwear, girl’s dresses, baby clothes and embroidered linens and home decor gifts. We are a female-founded company that produces comfortable white cotton l"
do_not_prioritize_now,-10.0,CB Grey,shopcbgrey.com,unknown,no,yes,general_womenswear,Clothing Accessories,Clothing|Clothing Accessories,100.00,0.25,79.5101,no,no,US,https://shopcbgrey.com/,,no,no,no,no,not_probed,,123556,-35.0,AWIN_AllClothingAdvertisers.csv,1.81818,2026-01-14,amber,exposurelevel1,0,0,30,Retail & Shopping,40,"CB Grey is an Atlanta-based luxury silk accessories brand founded by designer Courtney Buchanan. We create bold, story-driven scarves inspired by real women with styling versatility, gifting appeal, and feel-good messaging."
do_not_prioritize_now,-10.0,Etnodim (US),etnodim.com,unknown,no,yes,general_womenswear,Clothing,Clothing|Clothing Accessories|Womenswear,0.00,0.00,0,yes,no,US,https://etnodim.com/us,,no,no,no,no,not_probed,,123102,-25.0,AWIN_AllClothingAdvertisers.csv,,2026-03-23,amber,exposurelevel4,0,0,30,Retail & Shopping,53,Etnodim is a womenswear ready to wear brand which designs and produces contemporary interpretations of the traditional folk uniform vshyvanka.
do_not_prioritize_now,-10.0,The Coastal Vibe (US),thecoastalvibeshop.com,unknown,no,yes,general_womenswear,Clothing,Childrenswear|Clothing|Clothing Accessories|Menswear|Womenswear,0.00,0.00,0,yes,no,US,https://thecoastalvibeshop.com/,,no,no,no,no,not_probed,,86435,-25.0,AWIN_AllClothingAdvertisers.csv,,2024-07-23,amber,exposurelevel4,0,0,30,Retail & Shopping,null,The Coastal Vibe is passioned about creating thoughtful apparel inspired from beauty of coastal lifestyle and finding the best ways to share its sunshine with others. Focused on environmentally friendly products and empowering to make better choices.
do_not_prioritize_now,-10.0,Mustard Seed,amustardseed.net,unknown,no,yes,general_womenswear,Womenswear,Books & Subscriptions|Clothing|Clothing Accessories|Furniture & Soft Furnishings|Gifts & Flowers|Home & Garden|Jewellery|Womenswear,0.00,0.00,0,yes,no,US,https://amustardseed.net/,,no,no,no,no,not_probed,,115789,-25.0,AWIN_AllClothingAdvertisers.csv,,2025-05-01,amber,exposurelevel4,0,0,30,Retail & Shopping,null,"Mustard Seed is a faith-based lifestyle brand offering inspirational apparel, home goods, and gifts for women. Our products blend fashion with faith, encouraging women to live boldly and believe deeply — one mustard seed at a time."
do_not_prioritize_now,-10.0,Karl Lagerfeld (US),karllagerfeld.com,unknown,no,yes,general_womenswear,Womenswear,Childrenswear|Clothing|Clothing Accessories|Gifts & Flowers|Jewellery|Menswear|Shoes|Womenswear,0.00,0.00,0,yes,no,US,https://www.karllagerfeld.com/en-us,,no,no,no,no,not_probed,,11213,-25.0,AWIN_AllClothingAdvertisers.csv,,2017-11-16,amber,exposurelevel2,8,8,45,Retail & Shopping,126,"The house of KARL LAGERFELD shares the iconic vision and design aesthetic of its founder, Karl Lagerfeld, fused with a contemporary, forward-looking spirit. The brand celebrates his colossal legacy and breathes his passion into the core of its DNA."
do_not_prioritize_now,-10.0,Katruss,katruss.com,unknown,no,yes,general_womenswear,Womenswear,Clothing|Clothing Accessories|Green (Eco friendly)|Womenswear,0.00,0.00,,yes,no,US,https://www.katruss.com/,,no,no,no,no,not_probed,,126985,-25.0,AWIN_AllClothingAdvertisers.csv,,2026-05-21,green,none,0,0,30,,null,"Katruss is a premium sleepwear brand crafting breathable, ultra-soft loungewear from rare botanical fabrics derived from fruit and plant sources. Rooted in luxury, wellness, and mindful living, Katruss offers a modern alternative to traditional silk."
do_not_prioritize_now,-10.0,Petite Revery,petiterevery.com,unknown,no,yes,petite_tall,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://www.petiterevery.com,,no,no,no,no,not_probed,,34715,-35.0,AWIN_AllClothingAdvertisers.csv,,2025-07-30,green,none,0,0,60,Retail & Shopping,null,Are you ready to make money sharing premium kids’ clothing and accessories? Petite Revery’s affiliate program is for you! Your audience and clients will love our collection of playwear made for toddlers and chi
do_not_prioritize_now,-10.0,Renoun (US),renoun.com,unknown,no,yes,bottoms_denim_active,Sports Equipment,Clothing|Clothing Accessories|Sports Equipment|Sportswear,100.00,2.87,73.2867,yes,no,US,https://renoun.com/,,no,no,no,no,not_probed,,99445,-70.0,AWIN_AllClothingAdvertisers.csv,11.2189,2024-08-19,green,none,0,0,30,Retail & Shopping,74,"Renoun, North America's first DTC ski brand, uses VibeStop™ technology to reduce joint vibrations and enhance performance, making it the only ski you'll ever need to maximize your time on the mountain."
do_not_prioritize_now,-10.0,Rare Carat,rarecarat.com,unknown,no,yes,general_womenswear,Jewellery,Clothing Accessories|Gifts & Flowers|Jewellery|Womenswear,100.00,1.94,53.5908,yes,yes,US,https://www.rarecarat.com,,no,no,no,no,not_probed,,44489,-80.0,AWIN_AllClothingAdvertisers.csv,2.39707,2025-06-11,green,none,0,0,30,Retail & Shopping,72,"Rare Carat is a D2C online jeweler specializing in engagement rings and fine jewelry and was featured as the “Secret to buying a diamond” by the New York Times. In just 4 years, Rare Carat has grown to be the #1 marketplace in the jewelry in"
do_not_prioritize_now,-10.5,AKOVA LLC,akovagear.com,unknown,no,yes,general_womenswear,Clothing,Clothing,89.73,0.33,62.22,yes,yes,US,https://akovagear.com,,no,no,no,no,not_probed,,64106,-60.0,AWIN_AllClothingAdvertisers.csv,2.47377,2025-06-26,green,none,0,0,45,Retail & Shopping,52,"AKOVA is a premium outdoor apparel brand for men, women, and kids. Since we don’t sell through traditional retailers (who add a retail markup), we make higher performance apparel and are able to sell our products for a lower price than other pre"
do_not_prioritize_now,-12.3,DOTSHOP,dotshop.ai,unknown,no,yes,general_womenswear,Womenswear,Clothing|Clothing Accessories|Health & Beauty|Womenswear,58.33,0.05,61.2227,no,no,US,https://www.dotshop.ai,,no,no,no,no,not_probed,,116093,-25.0,AWIN_AllClothingAdvertisers.csv,0.301412,2025-05-28,amber,exposurelevel4,0,0,30,Retail & Shopping,null,"DOTSHOP is a curated social marketplace for luxury fashion, beauty, and vintage. We partner with tastemakers and creators to showcase rare finds, designer pieces, and exclusive curations. Fast shipping, limited drops, and elevated storytelling."
do_not_prioritize_now,-13.0,Richwife (US),richwife.com,unknown,no,yes,general_womenswear,Clothing,Clothing|Clothing Accessories|Gifts & Flowers|Health & Beauty|Office Supplies|Womenswear,47.06,0.13,42.0659,no,no,US,https://richwife.com/,,no,no,no,no,not_probed,,119159,-25.0,AWIN_AllClothingAdvertisers.csv,1.54321,2025-08-29,green,none,0,0,30,Retail & Shopping,47,"Richwife™ redefines true wealth — celebrating not only financial success, but a life enriched with experiences, relationships, and personal well-being. Our brand empowers you to embrace a lifestyle where luxury meets the fullness of life."
do_not_prioritize_now,-14.7,Mar Soreli,marsoreli.com,unknown,no,no,,Shoes,Clothing|Clothing Accessories|Shoes,64.29,0.12,38.1014,yes,yes,US,https://www.marsoreli.com,,no,no,no,no,not_probed,,67516,-55.0,AWIN_AllClothingAdvertisers.csv,0.494599,2025-07-23,green,none,0,0,30,Retail & Shopping,35,"Mar Soreli handmakes, in Italy, fashionable footwear - the traditional Friulane venetian slippers - and accessories. We offer competitive rates up to 20% - especially for content creation. Attribution windows are standard at 30 days. Co"
do_not_prioritize_now,-15.0,Melrose Place (US),melroseplaceco.com,unknown,no,yes,general_womenswear,Clothing,Clothing|Clothing Accessories|Gifts & Flowers|Health & Beauty|Menswear|Womenswear,0.00,0.00,0,no,yes,US,https://melroseplaceco.com/,,no,no,no,no,not_probed,,21911,-25.0,AWIN_AllClothingAdvertisers.csv,,2021-03-03,green,none,0,0,30,Retail & Shopping,null,"Melrose Place is a mens & womens premium fashion brand that fuses Californian simplicity with the grandeur of LA. Melrose Place is a celebration of knitted pieces, using an age-old artisanal process. Melrose Place is for those who seek understated luxury."
do_not_prioritize_now,-15.0,Bad Athletics Affiliate Program (US),badathletics.com,unknown,no,yes,general_womenswear,Sports Equipment,Health & Beauty|Sports Equipment|Womenswear,0.00,0.00,0,no,yes,US,https://badathletics.com/,,no,no,no,no,not_probed,,17243,-25.0,AWIN_AllClothingAdvertisers.csv,,2019-07-31,amber,exposurelevel4,10,10,30,Retail & Shopping,null,"We are redefining women’s fitness by focusing on sustainable, progressive training & support. We disregard all negative stereotypes that prove destructive to women. We pursue physical, mental and emotional strength."
do_not_prioritize_now,-15.1,Heirlome,heirlome.com,unknown,no,yes,general_womenswear,Clothing,Clothing,78.26,0.21,59.3397,yes,yes,US,https://heirlome.com,,no,no,no,no,not_probed,,42534,-60.0,AWIN_AllClothingAdvertisers.csv,0.101839,2025-07-30,green,none,0,0,30,Retail & Shopping,43,"Heirlome, a women’s ready-to-wear collection, reimagines the beauty of forgotten traditions. Each season the brand spotlights a new artisan’s expertise, translating their unique skills into captivating prints, patterns, weaves, knits or embroide"
do_not_prioritize_now,-16.3,Propper,propper.com,Yotpo,yes,no,,Clothing,Clothing,83.46,0.10,45.5449,no,yes,US,https://www.propper.com,,no,no,no,no,home_ok,,112204,-80.0,AWIN_AllClothingAdvertisers.csv,1.31115,2025-08-05,green,none,0,0,90,Retail & Shopping,71,"We've been in business since 1967. Propper started out as a manufacturer for the U.S. military, supplying the iconic “Dixie Cup” uniform hats for sailors. Since then, we've provided over 160 million garments to the U.S. Department of Defense – m"
do_not_prioritize_now,-17.9,petite maison kids,petitemaisonkids.com,unknown,no,yes,petite_tall,Clothing,Clothing,33.33,0.02,21.2207,no,yes,US,https://www.petitemaisonkids.com,,no,no,no,no,not_probed,,97857,-35.0,AWIN_AllClothingAdvertisers.csv,0.218351,2025-08-18,green,none,0,0,30,Retail & Shopping,70,We are a U.S. based luxury clothing brand for children 0-12 years. With our affiliate program you will earn 10% commission for new customers with 30 day tracking.
do_not_prioritize_now,-18.6,JJ Hat Center,jjhatcenter.com,unknown,no,no,,Clothing Accessories,Clothing|Clothing Accessories,90.00,0.17,59.9925,yes,no,US,https://www.jjhatcenter.com/,,no,no,no,no,not_probed,,116475,-55.0,AWIN_AllClothingAdvertisers.csv,0.808818,2025-07-02,amber,exposurelevel1,0,0,30,Retail & Shopping,72,"Discover the ultimate destination for premium hats and headwear at JJ Hat Center, New York’s oldest and most iconic hat shop. Since 1911, we’ve been crafting style and tradition, earning our place as one of the world’s most renowned hat specialists."
do_not_prioritize_now,-20.0,Paragon Uniform & Apparel,finetuxedos.com,unknown,no,yes,dresses_formal,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://www.finetuxedos.com/collections/tuxedos?utm_source=shareasale&utm_medium=textlink&utm_campaign=278140,,no,no,no,no,not_probed,,88203,-45.0,AWIN_AllClothingAdvertisers.csv,,2025-07-29,green,none,0,0,30,Retail & Shopping,null,"FineTuxedos.com has been the leading online retailer of designer tuxedos and men's formal wear accessories since 2003. We offer brand name designer tuxedos for sale by such famous names as Ralph Lauren, Calvin Klein and Joseph Abboud. You can bu"
do_not_prioritize_now,-20.0,Senseng International Trading Limited,senseng-apparel.com,unknown,no,yes,dresses_formal,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://senseng-apparel.com/,,no,no,no,no,not_probed,,66246,-45.0,AWIN_AllClothingAdvertisers.csv,,2025-07-24,green,none,0,0,30,Retail & Shopping,null,"We are a trusted baby clothing brand specializing in plant-dyed organic cotton garments. Since 2006, Senseng has focused on delivering safe, sustainable, and high-quality apparel for infants and toddlers. Our range includes bodysuits, tees, rompers, dress"
do_not_prioritize_now,-20.0,Sunshine Jewelry,sunshinejewelry.com,unknown,no,yes,general_womenswear,Jewellery,Gifts & Flowers|Jewellery|Womenswear,100.00,2.95,0,yes,no,US,https://www.sunshinejewelry.com?jsrc=sasale,,no,no,no,no,not_probed,,87689,-80.0,AWIN_AllClothingAdvertisers.csv,62.5,2025-08-05,green,none,0,0,30,Retail & Shopping,87,
do_not_prioritize_now,-21.0,Kyte Baby,kytebaby.com,unknown,no,yes,dresses_formal,Clothing,Clothing,60.77,0.09,34.7414,no,yes,US,https://kytebaby.com,,no,no,no,no,not_probed,,80569,-45.0,AWIN_AllClothingAdvertisers.csv,0.720117,2025-06-19,green,none,0,0,30,Retail & Shopping,71,"Welcome to Kyte Baby, where sleep safety and comfort are at the core of everything we do. Our signature bamboo fabric is custom milled with the highest percentage of bamboo content on the market, and is designed to soothe sensitive skin and prom"
do_not_prioritize_now,-21.2,Paris Texas SRL,us.paristexasbrand.com,unknown,no,yes,general_womenswear,Shoes,Clothing Accessories|Shoes|Womenswear,93.85,2.80,55.4968,yes,no,US,https://us.paristexasbrand.com/,,no,no,no,no,not_probed,,109770,-80.0,AWIN_AllClothingAdvertisers.csv,2.98573,2025-02-03,amber,exposurelevel2,0,0,30,Retail & Shopping,114,"Paris Texas is a high-end Italian boot brand blending Parisian chic with Texan boldness. Known for iconic stilettos and texan boots, it celebrates elegance, strength, and self-expression. The program offers global shipping and 14%+ commissions."
do_not_prioritize_now,-22.6,FitMyFoot US,fitmyfoot.com,unknown,no,yes,general_womenswear,Shoes,Health & Beauty|Shoes|Sports Equipment|Womenswear,100.00,0.62,74.4536,yes,yes,US,https://fitmyfoot.com/,,no,no,no,no,not_probed,,121052,-80.0,AWIN_AllClothingAdvertisers.csv,9.39123,2025-10-23,green,none,0,0,30,Retail & Shopping,102,"FitMyFoot offers custom-fit insoles and sandals using 3D foot mapping technology. Help your audience move better with personalized comfort and performance while earning competitive commissions promoting a trusted, high-converting wellness brand."
do_not_prioritize_now,-23.5,Mugsy Jeans (US),mugsyjeans.com,unknown,no,yes,bottoms_denim_active,Menswear,Clothing|Clothing Accessories|Menswear,94.46,0.13,43.6601,no,yes,US,https://mugsyjeans.com/,,no,no,no,no,not_probed,,31906,-55.0,AWIN_AllClothingAdvertisers.csv,1.13853,2022-08-11,amber,exposurelevel2,0,0,15,Retail & Shopping,123,The best stretch fit apparel for men specializing in jeans and chinos.
do_not_prioritize_now,-24.1,Example Merchant,awesomejupitershopquality.myshopify.com,unknown,no,yes,general_womenswear,Shoes,Shoes|Sports Equipment|White Goods|Womenswear|B2B Telecommunications Services|Baby & Toddler,79.52,"120,371.00",88.1165,yes,no,GB,https://awesomejupitershopquality.myshopify.com,,no,no,no,no,not_probed,,1001,-80.0,AWIN_AllClothingAdvertisers.csv,14.5349,2005-01-12,green,none,0,12,30,,null,This is an example advertiser used by Awin internal teams to test new features.
do_not_prioritize_now,-25.0,asseia,asseia.com,unknown,no,yes,general_womenswear,Clothing,Clothing|Womenswear,0.00,0.00,0,no,no,US,https://www.asseia.com/,,no,no,no,no,not_probed,,81517,-25.0,AWIN_AllClothingAdvertisers.csv,,2024-05-29,amber,exposurelevel2,0,0,30,Retail & Shopping,null,"Asseia is your premier destination for discount affordable quality fashion. We are focused on bringing high-quality fashionable merchandise everything from apparel, accessories, shoes, beauty products and much more."
do_not_prioritize_now,-25.0,Maggy London,maggylondon.com,unknown,no,yes,general_womenswear,Clothing,Clothing|Clothing Accessories|Health & Beauty|Womenswear,0.00,0.00,0,no,no,US,https://maggylondon.com/,,no,no,no,no,not_probed,,124704,-25.0,AWIN_AllClothingAdvertisers.csv,,2026-03-01,amber,exposurelevel4,0,0,30,Retail & Shopping,null,Maggy London is a family owned women's occasion wear brand with 40+ years of expertise in designing dresses that make every moment memorable. Our portfolio includes sister brands London Times and Donna Morgan.
do_not_prioritize_now,-25.0,Delirium Dreaming (US),deliriumdreaming.com,unknown,no,yes,general_womenswear,Clothing,Clothing|Clothing Accessories|Health & Beauty|Jewellery|Menswear|Womenswear,0.00,0.00,0,no,no,US,https://www.deliriumdreaming.com/,,no,no,no,no,not_probed,,119041,-25.0,AWIN_AllClothingAdvertisers.csv,,2025-08-19,amber,exposurelevel4,0,0,30,Retail & Shopping,null,"Delirium Dreaming is where imagination meets design—creating clothing, accessories, and lifestyle products that blur the line between art, fashion, and storytelling."
do_not_prioritize_now,-25.0,MIA Outdoor Hair Protection,thebrandismia.com,unknown,no,yes,general_womenswear,Womenswear,Clothing|Clothing Accessories|Womenswear,0.00,0.00,,no,no,US,https://thebrandismia.com/,,no,no,no,no,not_probed,,126549,-25.0,AWIN_AllClothingAdvertisers.csv,,2026-06-09,amber,exposurelevel2,0,0,30,Retail & Shopping,null,"Missing in Action (MIA) is a contemporary womenswear brand offering trend‑led clothing and elevated essentials. Sold online, the brand appeals to fashion‑forward shoppers looking for modern, wearable styles."
do_not_prioritize_now,-25.0,VIDESI,videsi.com.au,unknown,no,yes,general_womenswear,Womenswear,Womenswear,0.00,0.00,0,no,no,US,https://videsi.com.au/,,no,no,no,no,not_probed,,73355,-25.0,AWIN_AllClothingAdvertisers.csv,,2024-02-13,amber,exposurelevel4,0,0,30,Retail & Shopping,null,"ViDesi is the ultimate destination for women's fashion products and Bollywood-inspired collections. From timeless sarees to elegant lengas, glamorous gowns, dazzling jewellery, and trendy accessories, we offer a selection to enhance every woman's style."
do_not_prioritize_now,-25.0,POETRY US,poetryfashion.com,unknown,no,yes,general_womenswear,Clothing,Clothing|Clothing Accessories|Jewellery|Shoes|Womenswear,0.00,0.00,0,no,no,US,https://www.poetryfashion.com/,,no,no,no,no,not_probed,,125676,-25.0,AWIN_AllClothingAdvertisers.csv,,2026-04-23,amber,exposurelevel4,0,0,30,Retail & Shopping,null,POETRY US
do_not_prioritize_now,-25.0,Suzanne Rae,suzannerae.com,unknown,no,yes,general_womenswear,Clothing,Clothing|Womenswear,0.00,0.00,,no,no,US,https://suzannerae.com/,,no,no,no,no,not_probed,,127313,-25.0,AWIN_AllClothingAdvertisers.csv,,2026-06-09,amber,exposurelevel2,0,0,30,Retail & Shopping,null,Suzanne Rae is a New York-based ready-to-wear and shoe line inspired by and made for the progressive and modern individual. Established in 2010 and rooted in feminist fundamentals.
do_not_prioritize_now,-25.0,Michelle Garcia (US),michellegarcia.co,unknown,no,yes,general_womenswear,Clothing,Clothing|Clothing Accessories|Jewellery|Womenswear,0.00,0.00,0,no,no,US,https://www.michellegarcia.co/,,no,no,no,no,not_probed,,108256,-25.0,AWIN_AllClothingAdvertisers.csv,,2025-02-06,amber,exposurelevel4,0,0,30,Retail & Shopping,null,MICHELLE GARCIA is a luxury ready to wear brand that is designed in Miami made in Italy using real leather and silk. The collection debuted at New York Fashion Week Paris Fashion Week. The brand has also been featured in Ocean Drive Miami Magazine
do_not_prioritize_now,-25.0,INSIS,insis.shop,unknown,no,yes,general_womenswear,Womenswear,Womenswear,0.00,0.00,0,no,no,US,https://insis.shop/,,no,no,no,no,not_probed,,126521,-25.0,AWIN_AllClothingAdvertisers.csv,,2026-04-30,amber,exposurelevel1,0,0,30,Retail & Shopping,null,"INSIS, born from insist, beyond seasons, ages and identities, beauty that unfolds over time. Designed with premium fabrics and effortless tailoring, perfect for a modern capsule wardrobe. Competitive commission and ongoing collaboration opportunities."
do_not_prioritize_now,-25.0,Goldia.com L.L.C.,goldia.com,unknown,no,yes,general_womenswear,Jewellery,Clothing Accessories|Gifts & Flowers|Jewellery|Menswear|Womenswear,100.00,2.07,65.9505,no,yes,US,https://www.goldia.com,,no,no,no,no,not_probed,,64508,-80.0,AWIN_AllClothingAdvertisers.csv,2.74351,2025-08-12,green,none,0,0,30,Retail & Shopping,52,• Generous 7.5% commission on every sale with no cap. Our average sale is $160. • 95.000 different fine jewelry merchandise. • Full CSV database feed with images available in 1000 x 1000 or 2000 x 2000. • Professional banners available in ma
do_not_prioritize_now,-25.0,Vintage Frames Company,vintageframescompany.com,unknown,no,yes,general_womenswear,Clothing Accessories,Clothing|Clothing Accessories|Jewellery|Menswear|Womenswear,75.00,1.79,80.0793,yes,no,US,https://www.vintageframescompany.com/,,no,no,no,no,not_probed,,121994,-80.0,AWIN_AllClothingAdvertisers.csv,8.15065,2025-12-22,amber,exposurelevel1,0,0,30,Retail & Shopping,28,"Vintage Frames is the world’s largest eyewear archive, curating rare deadstock frames from the 1950s to the 2000s. Founded in 2008 Vintage Frames bridges Hip Hop, fashion, and street culture- redefining eyewear through both vintage and original designs."
do_not_prioritize_now,-25.1,Oak & Luna (US),oakandluna.com,unknown,no,yes,general_womenswear,Jewellery,Clothing Accessories|Gifts & Flowers|Jewellery|Womenswear,99.61,1.00,85.1302,yes,no,US,https://www.oakandluna.com/,,no,no,no,no,not_probed,,32185,-80.0,AWIN_AllClothingAdvertisers.csv,7.54117,2022-10-04,amber,exposurelevel2,0,0,30,Retail & Shopping,76,"Oak and Luna provides a wide range of customizable jewelry including necklaces, rings, earrings, bracelets, and other aesthetically pleasing pieces that are thoughtfully designed and handmade for you!"
do_not_prioritize_now,-25.4,Western Chief,westernchief.com,unknown,no,yes,general_womenswear,Shoes,Clothing|Clothing Accessories|Menswear|Shoes|Womenswear|Baby & Toddler,100.00,0.48,61.0476,yes,yes,US,https://westernchief.com,,no,no,no,no,not_probed,,48309,-80.0,AWIN_AllClothingAdvertisers.csv,15.4955,2025-07-29,green,none,0,0,30,Retail & Shopping,73,"Whether you need boots for play, trudging through muddy fields, gardening, navigating city streets, or every day wear - Western Chief has you covered with affordable, functional boots to fit your lifestyle."
do_not_prioritize_now,-25.8,birdie,shopbirdiefw.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.21,52.1526,no,yes,US,https://shopbirdiefw.com,,no,no,no,no,not_probed,,47199,-60.0,AWIN_AllClothingAdvertisers.csv,0.465116,2025-08-05,green,none,0,0,90,Retail & Shopping,77,"Shop Birdie's owner is someone very familiar with Fort Worth retail. Jessica Breslin opened B Kids, Forth Worth’s popular children’s fashion boutique, in 2016. She then followed up the success she had in kid’s fashion with offerings for women."
do_not_prioritize_now,-26.2,Criquet Shirts,criquetshirts.com,unknown,no,yes,bottoms_denim_active,Menswear,Clothing|Menswear,100.00,0.44,66.9775,no,no,US,https://criquetshirts.com/,,no,no,no,no,not_probed,,117101,-55.0,AWIN_AllClothingAdvertisers.csv,1.93304,2025-07-04,green,none,0,0,30,Retail & Shopping,52,"Criquet is an independent web-driven menswear brand from Austin, TX. We specialize in updating vintage styles for today. Whether it’s polos, pearl snaps, shorts, pants, shackets or whatever else, Criquet is Old School, Done Better."
do_not_prioritize_now,-28.0,Gaudenzi srl,gaudenziboutique.com,unknown,no,yes,general_womenswear,Clothing,Clothing,86.92,0.23,74.8602,no,yes,US,https://www.gaudenziboutique.com/en-US?utm_source=shareasale&utm_medium=banner,,no,no,no,no,not_probed,,80078,-60.0,AWIN_AllClothingAdvertisers.csv,0.390192,2025-07-17,green,none,0,0,30,Retail & Shopping,32,"Gaudenziboutique.com is a website with high-end fashion for Women, Men and Kids. We sell Clothing, Shoes, Bags, Accessories and Jewelry. We offer a hand-picked selection of the best luxury brands and ship it worldwide through DHL with express de"
do_not_prioritize_now,-29.0,"Gaby's Bags, LLC.",gabysbags.com,unknown,no,yes,general_womenswear,Clothing Accessories,Clothing|Clothing Accessories|Womenswear,100.00,0.30,74.2098,yes,yes,US,https://gabysbags.com?utm_source=OM&utm_medium=AFF&utm_campaign=SAS,,no,no,no,no,not_probed,,59127,-80.0,AWIN_AllClothingAdvertisers.csv,2.51302,2025-08-12,green,none,0,0,30,Retail & Shopping,43,"Gaby's Bag's affiliate program offers today's hottest fashion brands. Michael Kors, Kate Spade, Tory Burch, among others. All authentic merchandise - please check out our reputation across all major selling platforms! Our average sale amount is"
do_not_prioritize_now,-29.1,Catori Life (US),catorilife.com,unknown,no,yes,general_womenswear,Jewellery,Clothing Accessories|Jewellery|Womenswear,96.72,1.08,85.0208,no,yes,US,https://www.catorilife.com/,,no,no,no,no,not_probed,,122596,-80.0,AWIN_AllClothingAdvertisers.csv,6.05455,2025-12-10,amber,exposurelevel1,0,0,30,Retail & Shopping,25,"⁠Catori Life Jewelry is USA-made from ethically sourced reclaimed materials, combining intentional design and mindful craftsmanship. Each piece is made with care and respect at every stage, creating timeless adornments that celebrate beauty and ritual."
do_not_prioritize_now,-29.2,Joy Street Kids LLC,joystreetkids.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.04,51.1556,no,yes,US,https://www.joystreetkids.com,,no,no,no,no,not_probed,,59431,-60.0,AWIN_AllClothingAdvertisers.csv,0.151976,2025-07-24,green,none,0,0,90,Retail & Shopping,71,"Joy Street Kids is a small baby, kids and women's pajama start up. I (Eliza, the founder) draw all the prints myself and print on 100% Pima Cotton. My prints are primarly location based, but we do have some themes which allow for influencers t"
do_not_prioritize_now,-29.6,Noomie,babynoomie.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.02,52.1067,no,yes,US,https://www.babynoomie.com,,no,no,no,no,not_probed,,38510,-60.0,AWIN_AllClothingAdvertisers.csv,1.10477,2025-07-30,green,none,0,0,30,Retail & Shopping,72,"Noomie is a female founded company that makes modern baby clothing and children's sleepwear with the highest quality cotton: Pima. This fabric is buttery soft, hypoallergenic and durable, perfect for little ones with sensitive skin and for moms"
do_not_prioritize_now,-30.0,Fiber & Ore,fiberandore.com,unknown,no,yes,bottoms_denim_active,Menswear,Childrenswear|Clothing|Clothing Accessories|Menswear|Sportswear,0.00,0.00,0,no,no,US,https://fiberandore.com/,,no,no,no,no,not_probed,,122726,-30.0,AWIN_AllClothingAdvertisers.csv,,2025-12-04,amber,exposurelevel1,0,0,30,Retail & Shopping,null,"Fiber Ore creates premium men’s socks using the first-ever merino wool + copper blend for comfort, odor control, and all-day performance. Modern designs, strong conversions, and a loyal male audience make us a great partner for lifestyle publishers."
