recommended_action,final_score,programmeName,normalized_domain,review_providers,photo_signal,measurement_signal,gap_tags,primarySector,subSectors,approvalRate,epc,awinIndex,feedEnabled,productReporting,primaryRegion,displayUrl,sample_product_urls,already_in_lead_or_sovrn,existing_data_dir_found,existing_scrape_doc_found,existing_claim_found,probe_status,notes,advertiserId,base_gap_score
do_not_prioritize_now,45.8,Of Her Own Kind,ofherownkind.com,unknown,no,no,,Clothing,Clothing,100.00,0.04,0,yes,yes,US,https://ofherownkind.com,,no,no,no,no,not_probed,,48415,0.0
do_not_prioritize_now,45.6,Storq Inc,storq.com,unknown,no,no,,Clothing,Clothing,100.00,0.03,0,yes,yes,US,https://storq.com,,no,no,no,no,not_probed,,81367,0.0
do_not_prioritize_now,45.6,TRADE LUX ITALIA SRL,autore-luxit.myshopify.com,unknown,no,no,,Clothing,Clothing,100.00,0.03,51.0841,yes,yes,US,https://autore-luxit.myshopify.com,,no,no,no,no,not_probed,,96553,0.0
do_not_prioritize_now,45.6,Bob Oré Blue Collection,bobore.com,unknown,no,yes,general_womenswear,Clothing Accessories,Clothing|Clothing Accessories|Womenswear,100.00,0.78,87.1753,no,yes,US,https://bobore.com/,,no,no,no,no,not_probed,,124124,0.0
do_not_prioritize_now,45.6,SurfShop.com,surfshop.com,unknown,no,no,,Clothing,Clothing,100.00,0.03,0,yes,yes,US,https://surfshop.com,,no,no,no,no,not_probed,,88691,0.0
do_not_prioritize_now,45.6,Jewel Boutique,jewel-boutique.co.uk,unknown,no,no,,Clothing,Clothing,100.00,0.03,52.8641,yes,yes,US,https://www.jewel-boutique.co.uk,,no,no,no,no,not_probed,,93697,0.0
do_not_prioritize_now,45.6,Poetic Justice,poeticjusticejeans.com,unknown,no,no,,Clothing,Clothing,100.00,0.03,51.967,yes,yes,US,https://www.poeticjusticejeans.com/?utm_source=affiliate&utm_medium=referral&utm_campaign=Shareasale&utm_term=affiliatetraffic,,no,no,no,no,not_probed,,70206,0.0
do_not_prioritize_now,45.6,SIMPLE SOLUTIONS INC dba Underworks,underworks.com,unknown,no,no,,Clothing,Clothing,100.00,0.03,53.1986,yes,yes,US,https://www.underworks.com,,no,no,no,no,not_probed,,85567,0.0
do_not_prioritize_now,45.6,"CYBREATH TECHNOLOGY CO., LIMITED",davidarchy.com,unknown,no,yes,full_bust_lingerie,Clothing,Clothing,93.02,0.60,54.2187,yes,yes,US,https://davidarchy.com/,,no,no,no,no,not_probed,,93583,-10.0
do_not_prioritize_now,45.5,Thesupermade Inc,thesupermade.com,unknown,no,no,,Clothing,Clothing,97.73,0.80,53.8337,no,yes,US,https://www.thesupermade.com,,no,no,no,no,not_probed,,70402,0.0
do_not_prioritize_now,45.5,VienneMilano,viennemilano.com,unknown,no,no,,Clothing,Clothing,25.68,0.77,27.6307,yes,yes,US,https://VienneMilano.com,,no,no,no,no,not_probed,,58539,0.0
do_not_prioritize_now,45.4,My Sister's Closet Boutique,mysisterscloset-boutique.com,unknown,no,no,,Clothing,Clothing,100.00,0.02,0,yes,yes,US,https://www.mysisterscloset-boutique.com,,no,no,no,no,not_probed,,91063,0.0
do_not_prioritize_now,45.4,DONNI.,shopdonni.com,unknown,no,no,,Clothing,Clothing,100.00,0.02,51.0761,yes,yes,US,https://www.shopdonni.com,,no,no,no,no,not_probed,,88731,0.0
do_not_prioritize_now,45.4,Iconoclast Studio Inc,santicler.com,unknown,no,no,,Clothing,Clothing,100.00,0.02,52.0229,yes,yes,US,https://www.santicler.com,,no,no,no,no,not_probed,,92363,0.0
do_not_prioritize_now,45.4,Local Beach,localbeach.com,unknown,no,no,,Clothing,Clothing,100.00,0.02,51.4196,yes,yes,US,https://www.localbeach.com,,no,no,no,no,not_probed,,33841,0.0
do_not_prioritize_now,45.4,Darling Loungewear,darlingloungewear.com,unknown,no,no,,Clothing,Clothing,100.00,0.02,52.1241,yes,yes,US,https://darlingloungewear.com,,no,no,no,no,not_probed,,105767,0.0
do_not_prioritize_now,45.4,URBAN REVIVO (US),global.urbanrevivo.com,unknown,no,no,,Clothing,Clothing,87.95,0.14,50.174,yes,yes,US,https://global.urbanrevivo.com,,no,no,no,no,not_probed,,93891,0.0
do_not_prioritize_now,45.3,COOFANDY,coofandy.com,unknown,no,no,,Clothing,Clothing,62.34,0.39,35.0447,yes,yes,US,https://coofandy.com/,,no,no,no,no,not_probed,,59415,0.0
do_not_prioritize_now,45.2,psylos1,psylos1.com,unknown,no,yes,bottoms_denim_active;general_womenswear,Shoes,Clothing|Clothing Accessories|Jewellery|Menswear|Shoes|Sportswear|Womenswear,100.00,0.26,53.6222,no,yes,US,https://psylos1.com,,no,no,no,no,not_probed,,70704,10.0
do_not_prioritize_now,45.2,ANEA HILL,aneahill.com,unknown,no,no,,Clothing,Clothing,100.00,0.01,52.2848,yes,yes,US,https://www.aneahill.com,,no,no,no,no,not_probed,,94123,0.0
do_not_prioritize_now,45.2,Mad About Style Boutique,madaboutstyle.ca,unknown,no,no,,Clothing,Clothing,100.00,0.76,0,no,yes,US,https://madaboutstyle.ca,,no,no,no,no,not_probed,,63534,0.0
do_not_prioritize_now,45.2,Industry of All Nations,industryofallnations.com,unknown,no,no,,Clothing,Clothing,100.00,0.01,0,yes,yes,US,https://industryofallnations.com,,no,no,no,no,not_probed,,66672,0.0
do_not_prioritize_now,45.1,LILYSILK (US),lilysilk.com,unknown,no,no,,Clothing,Clothing,68.68,0.32,46.2639,yes,yes,US,https://www.lilysilk.com,,no,no,no,no,not_probed,,87401,0.0
do_not_prioritize_now,45.0,Sloan's Formals & Boutique,shopsloansboutique.com,unknown,no,yes,dresses_formal,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://shopsloansboutique.com,,no,no,no,no,not_probed,,33919,35.0
do_not_prioritize_now,45.0,tandywear,tandywear.com,unknown,no,yes,dresses_formal,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://tandywear.com,,no,no,no,no,not_probed,,45375,35.0
do_not_prioritize_now,45.0,Luciana Emilia,lucianaemilia.com,unknown,no,yes,dresses_formal,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://LucianaEmilia.com,,no,no,no,no,not_probed,,102733,35.0
do_not_prioritize_now,45.0,Rubies Masquerade,uk.costumes.com,unknown,no,yes,dresses_formal,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://uk.costumes.com,,no,no,no,no,not_probed,,67964,35.0
do_not_prioritize_now,45.0,Tinsel Arcade,tinselarcade.com,unknown,no,yes,dresses_formal,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.tinselarcade.com,,no,no,no,no,not_probed,,80206,35.0
do_not_prioritize_now,45.0,Finley Shirts,thefinleyshirt.com,unknown,no,yes,general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://www.thefinleyshirt.com,,no,no,no,no,not_probed,,90439,20.0
do_not_prioritize_now,45.0,DEWBU,dewbu.com,unknown,no,no,,Clothing,Clothing,100.00,0.00,51.0057,yes,yes,US,https://dewbu.com,,no,no,no,no,not_probed,,95277,0.0
do_not_prioritize_now,45.0,Ruti,ruti.com,unknown,no,yes,general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://ruti.com/new-arrival.html,,no,no,no,no,not_probed,,89315,20.0
do_not_prioritize_now,45.0,Kiya Tomlin,kiyatomlin.us,unknown,no,yes,general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://www.kiyatomlin.us,,no,no,no,no,not_probed,,37068,20.0
do_not_prioritize_now,45.0,LADAIRE LLC,ladaire.com,unknown,no,yes,general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://www.ladaire.com,,no,no,no,no,not_probed,,91525,20.0
do_not_prioritize_now,45.0,LASATEX IND SRL - RO30843642,no44store.com,unknown,no,yes,general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://no44store.com,,no,no,no,no,not_probed,,96595,20.0
do_not_prioritize_now,45.0,LovelyWholesale,lovelywholesale.com,unknown,no,no,,Clothing,Clothing,100.00,0.00,51.0384,yes,yes,US,https://www.lovelywholesale.com,,no,no,no,no,not_probed,,88445,0.0
do_not_prioritize_now,45.0,Julie's Inc.,ivyandleo.com,unknown,no,yes,general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://ivyandleo.com,,no,no,no,no,not_probed,,90287,20.0
do_not_prioritize_now,45.0,Ala von Auersperg,alavonauersperg.com,unknown,no,yes,general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://www.alavonauersperg.com,,no,no,no,no,not_probed,,92121,20.0
do_not_prioritize_now,45.0,House of Nizhoni (US),houseofnizhoni.com,unknown,no,yes,general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://houseofnizhoni.com/,,no,no,no,no,not_probed,,112238,20.0
do_not_prioritize_now,45.0,IMMODEST COTTON,immodestcotton.com,unknown,no,yes,general_womenswear,Clothing Accessories,Clothing Accessories|Womenswear,100.00,1.34,73.1342,no,no,US,https://immodestcotton.com/,,no,no,no,no,not_probed,,121912,0.0
do_not_prioritize_now,45.0,Memorialize Art (US),memorialize.art,unknown,no,no,,Photos & Print Services,Clothing|Gifts & Flowers|Photography|Photos & Print Services,100.00,1.26,75.1263,no,no,US,https://memorialize.art/,,no,no,no,no,not_probed,,120525,0.0
do_not_prioritize_now,45.0,SilkFred,silkfred.com,unknown,no,no,,Clothing,Clothing,100.00,0.00,0,yes,yes,US,https://www.silkfred.com,,no,no,no,no,not_probed,,91681,0.0
do_not_prioritize_now,45.0,Tiger and the Monkey,tigerandthemonkey.com,unknown,no,no,,Clothing,Clothing,100.00,2.81,93.948,no,no,US,https://www.tigerandthemonkey.com/,,no,no,no,no,not_probed,,120425,0.0
do_not_prioritize_now,45.0,Merchoid Limited,merchoid.com,unknown,no,no,,Clothing,Clothing,100.00,0.00,52.6269,yes,yes,US,https://www.merchoid.com,,no,no,no,no,not_probed,,89103,0.0
do_not_prioritize_now,45.0,Foot Cardigan LLC,footcardigan.com,unknown,no,no,,Clothing,Clothing,100.00,0.00,51.1421,yes,yes,US,https://footcardigan.com,,no,no,no,no,not_probed,,59135,0.0
do_not_prioritize_now,45.0,VIBE TWLV,vibetwlv.com,unknown,no,no,,Clothing,Clothing,100.00,2.76,85.9426,no,no,US,https://vibetwlv.com/,,no,no,no,no,not_probed,,123568,0.0
do_not_prioritize_now,45.0,Tickled Teal LLC,tickledteal.com,unknown,no,yes,general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://www.tickledteal.com,,no,no,no,no,not_probed,,89231,20.0
do_not_prioritize_now,45.0,Passport LLC,escapetosouvenir.com,unknown,no,yes,general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://escapetosouvenir.com,,no,no,no,no,not_probed,,92829,20.0
do_not_prioritize_now,45.0,Sunchasers,shopsunchasers.com,unknown,no,no,,Clothing,Clothing,100.00,16.19,71.2855,no,no,US,https://shopsunchasers.com/,,no,no,no,no,not_probed,,123062,0.0
do_not_prioritize_now,45.0,Ursime Ltd,ursime.com,unknown,no,no,,Clothing,Clothing,92.86,0.07,58.4592,yes,yes,US,https://ursime.com,,no,no,no,no,not_probed,,97257,0.0
do_not_prioritize_now,44.7,Ciao Lucia,ciaolucia.com,unknown,no,no,,Clothing,Clothing,48.36,1.72,49.0454,no,yes,US,https://ciaolucia.com,,no,no,no,no,not_probed,,61837,0.0
do_not_prioritize_now,44.6,Alexandre Birman (US),alexandrebirman.com,unknown,no,yes,general_womenswear,Shoes,Clothing|Clothing Accessories|Shoes|Womenswear,65.08,0.83,50.6077,yes,no,US,https://alexandrebirman.com/,,no,no,no,no,not_probed,,105877,0.0
do_not_prioritize_now,44.2,AL DUCA D'AOSTA S.P.A.,alducadaosta.com,unknown,no,no,,Clothing,Clothing,73.08,0.23,42.8562,yes,yes,US,https://www.alducadaosta.com/us,,no,no,no,no,not_probed,,113262,0.0
do_not_prioritize_now,44.0,Bleusalt LLC,bleusalt.com,unknown,no,no,,Clothing,Clothing,100.00,0.70,66.9864,no,yes,US,https://Bleusalt.com,,no,no,no,no,not_probed,,92693,0.0
do_not_prioritize_now,44.0,EcoSox,ecosox.com,unknown,no,no,,Clothing,Clothing,100.00,0.70,61.0702,no,yes,US,https://www.ecosox.com,,no,no,no,no,not_probed,,96327,0.0
do_not_prioritize_now,44.0,Huega House,huegahouse.com,unknown,no,no,,Clothing,Clothing,100.00,0.70,67.7362,no,yes,US,https://huegahouse.com,,no,no,no,no,not_probed,,76542,0.0
do_not_prioritize_now,44.0,Triple F.A.T. Goose,triplefatgoose.com,unknown,no,no,,Clothing,Clothing,90.00,0.05,61.9054,yes,yes,US,https://triplefatgoose.com,,no,no,no,no,not_probed,,89937,0.0
do_not_prioritize_now,44.0,COMENII LIMITED.,comenii.com,unknown,no,no,,Clothing,Clothing,43.19,0.52,64.0825,yes,yes,US,https://comenii.com,,no,no,no,no,not_probed,,57145,0.0
do_not_prioritize_now,43.8,RIFFRAFF,shopriffraff.com,unknown,no,no,,Clothing,Clothing,100.00,0.69,59.1542,no,yes,US,https://shopriffraff.com/,,no,no,no,no,not_probed,,80911,0.0
do_not_prioritize_now,43.8,"Suzhou Jumengfang Trading Co., Ltd",kiarelys.com,unknown,no,no,,Clothing,Clothing,100.00,0.69,61.7357,no,yes,US,https://kiarelys.com,,no,no,no,no,not_probed,,105815,0.0
do_not_prioritize_now,43.8,Cambridge Satchel US,us.cambridgesatchel.com,unknown,no,yes,general_womenswear,Clothing Accessories,Clothing Accessories|Menswear|Womenswear,92.08,0.52,49.0559,yes,no,US,https://us.cambridgesatchel.com/,,no,no,no,no,not_probed,,68742,0.0
do_not_prioritize_now,43.8,www.beachsissi.com,beachsissi.com,unknown,no,no,,Clothing,Clothing,58.02,0.36,62.4034,yes,yes,US,https://www.beachsissi.com,,no,no,no,no,not_probed,,90225,0.0
do_not_prioritize_now,43.6,Commense,thecommense.com,unknown,no,no,,Clothing,Clothing,86.98,0.06,45.7739,yes,yes,US,https://thecommense.com,,no,no,no,no,not_probed,,50619,0.0
do_not_prioritize_now,43.6,Noémie,hellonoemie.com,unknown,no,no,,Gifts & Flowers,Clothing|Clothing Accessories|Gifts & Flowers,49.18,0.44,22.4242,yes,yes,US,https://www.hellonoemie.com,,no,no,no,no,not_probed,,65422,0.0
do_not_prioritize_now,43.4,Wardrobe Shop,wardrobeshop.com,unknown,no,no,,Clothing,Clothing,88.89,0.03,47.4661,yes,yes,US,https://www.wardrobeshop.com/,,no,no,no,no,not_probed,,89025,0.0
do_not_prioritize_now,43.2,SanticCycling,santic.com,unknown,no,no,,Clothing,Clothing,100.00,0.66,0,no,yes,US,https://santic.com,,no,no,no,no,not_probed,,50015,0.0
skip_existing_or_refresh_only,43.1,Kiyonna Clothing,kiyonna.com,unknown,unknown,no,,Gifts & Flowers,Clothing|Gifts & Flowers,82.40,0.08,39.4915,yes,yes,US,https://www.kiyonna.com,,yes,yes,no,no,not_probed,,87615,0.0
do_not_prioritize_now,43.0,RC Sports,rollerskatenation.com,unknown,no,no,,Clothing,Clothing,100.00,0.65,53.9155,no,yes,US,https://rollerskatenation.com,,no,no,no,no,not_probed,,91035,0.0
do_not_prioritize_now,43.0,Chicwish,chicwish.com,unknown,no,no,,Clothing,Clothing,82.05,0.08,60.0204,yes,yes,US,https://www.chicwish.com,,no,no,no,no,not_probed,,88239,0.0
do_not_prioritize_now,43.0,"ZAPAKA VINTAGE, Inc.",zapaka.com,unknown,no,no,,Clothing,Clothing,56.75,0.33,34.7638,yes,yes,US,https://zapaka.com,,no,no,no,no,not_probed,,91139,0.0
do_not_prioritize_now,42.9,Colleen Allen,colleenallen.com,unknown,no,yes,general_womenswear,Clothing,Clothing,33.33,0.31,54.429,no,yes,US,https://colleenallen.com/,,no,no,no,no,not_probed,,124118,20.0
do_not_prioritize_now,42.8,Allied Shirts,alliedshirts.com,unknown,no,no,,Clothing,Clothing,100.00,0.64,87.064,no,yes,US,https://www.alliedshirts.com/?pcode=Allied55,,no,no,no,no,not_probed,,88517,0.0
do_not_prioritize_now,42.7,Anta Sports America Inc,anta.com,unknown,no,no,,Clothing,Clothing,69.60,0.19,42.8517,yes,yes,US,https://anta.com,,no,no,no,no,not_probed,,100515,0.0
do_not_prioritize_now,42.6,CHENGDU OUMEI NETWORK INFORMATION L.T.D,kistania.com,unknown,no,no,,Clothing,Clothing,100.00,0.63,56.6471,no,yes,US,https://www.kistania.com,,no,no,no,no,not_probed,,94187,0.0
do_not_prioritize_now,42.6,Logo Infusion Inc,iambowling.com,unknown,no,no,,Clothing,Clothing,100.00,0.63,59.3725,no,yes,US,https://www.iambowling.com,,no,no,no,no,not_probed,,42212,0.0
do_not_prioritize_now,42.6,RODALEN LLC (DBA UNDERGENTS),undergents.com,unknown,no,yes,full_bust_lingerie,Clothing,Clothing,100.00,0.38,55.4112,yes,yes,US,https://www.undergents.com,,no,no,no,no,not_probed,,91253,-10.0
do_not_prioritize_now,42.4,Lusso Leather,lussoleather.com,unknown,no,no,,Clothing,Clothing,100.00,0.62,56.8357,no,yes,US,https://www.lussoleather.com,,no,no,no,no,not_probed,,62061,0.0
do_not_prioritize_now,42.3,Punk Design,punkdesign.shop,unknown,no,no,,Clothing,Clothing,66.67,0.95,64.7612,no,yes,US,https://punkdesign.shop,,no,no,no,no,not_probed,,90219,0.0
do_not_prioritize_now,42.2,All My Love (US),shopallmylove.com,unknown,no,yes,general_womenswear,Clothing,Clothing|Clothing Accessories,100.00,0.11,71.3065,no,no,US,https://www.shopallmylove.com/,,no,no,no,no,not_probed,,119293,20.0
do_not_prioritize_now,42.2,Care Tucker,caretucker.com,unknown,no,no,,Clothing,Clothing,100.00,0.61,53.4136,no,yes,US,https://CARETUCKER.com,,no,no,no,no,not_probed,,63560,0.0
do_not_prioritize_now,42.0,Ascot + Hart,ascotandhart.com,unknown,no,no,,Clothing,Clothing,100.00,0.60,55.6213,no,yes,US,https://ascotandhart.com,,no,no,no,no,not_probed,,98183,0.0
do_not_prioritize_now,42.0,ThreadBeast,threadbeast.com,unknown,no,no,,Clothing,Clothing,37.08,0.48,0,yes,yes,US,https://www.threadbeast.com,,no,no,no,no,not_probed,,93613,0.0
do_not_prioritize_now,41.8,CEAN,cean.com,unknown,no,yes,general_womenswear,Clothing,Clothing,26.75,0.32,28.5297,no,yes,US,https://cean.com/,,no,no,no,no,not_probed,,118487,20.0
do_not_prioritize_now,41.8,MAISON WHEAT,thewheatcollection.com,unknown,no,no,,Clothing,Clothing,100.00,0.59,82.6868,no,yes,US,https://www.thewheatcollection.com,,no,no,no,no,not_probed,,79754,0.0
do_not_prioritize_now,41.7,Losano,losano.com,unknown,no,no,,Clothing,Clothing,79.31,0.79,50.1362,no,yes,US,https://www.losano.com,,no,no,no,no,not_probed,,35964,0.0
do_not_prioritize_now,41.6,Cosette di Ames,cosettediames.com,unknown,no,no,,Clothing,Clothing,100.00,0.58,54.0323,no,yes,US,https://cosettediames.com,,no,no,no,no,not_probed,,108638,0.0
do_not_prioritize_now,41.6,Kissy Kissy,kissykissy.com,unknown,no,no,,Clothing,Clothing,97.85,0.60,71.3446,no,yes,US,https://www.kissykissy.com/,,no,no,no,no,not_probed,,87395,0.0
do_not_prioritize_now,41.6,American Hat Makers,americanhatmakers.com,unknown,no,no,,Clothing,Clothing|Clothing Accessories,59.80,0.23,70.9811,yes,yes,US,https://americanhatmakers.com,,no,no,no,no,not_probed,,70831,0.0
do_not_prioritize_now,41.6,Lift Down,liftdown.com,unknown,no,no,,Clothing,Clothing,56.00,0.27,52.6577,yes,yes,US,https://liftdown.com,,no,no,no,no,not_probed,,43953,0.0
do_not_prioritize_now,41.4,Cosplaysky,cossky.com,unknown,no,no,,Clothing,Clothing,57.14,0.25,54.9736,yes,yes,US,https://cossky.com/,,no,no,no,no,not_probed,,89469,0.0
do_not_prioritize_now,41.3,Lisa Maree LLC,lisamaree.co,unknown,no,no,,Clothing,Clothing,66.67,0.90,48.2795,no,yes,US,https://lisamaree.co,,no,no,no,no,not_probed,,44421,0.0
do_not_prioritize_now,41.2,Alberto Nardoni,albertonardoni.com,unknown,no,no,,Clothing,Clothing,100.00,0.56,55.3618,no,yes,US,https://albertonardoni.com,,no,no,no,no,not_probed,,34667,0.0
do_not_prioritize_now,41.0,Hansen Surfboards,hansensurf.com,unknown,no,yes,bottoms_denim_active,Sports Equipment,Clothing|Sports Equipment|Sportswear,91.13,0.14,50.3217,no,yes,US,https://www.hansensurf.com,,no,no,no,no,not_probed,,89395,10.0
do_not_prioritize_now,40.9,BDXY,bdxystudio.com,unknown,no,no,,Clothing,Clothing,45.65,0.84,66.5479,yes,no,US,https://bdxystudio.com/,,no,no,no,no,not_probed,,114734,0.0
do_not_prioritize_now,40.7,Greek Creations,greekcreations.com,unknown,no,no,,Clothing,Clothing,37.74,1.16,47.0968,no,yes,US,https://greekcreations.com,,no,no,no,no,not_probed,,89887,0.0
do_not_prioritize_now,40.6,Coolibar (US),coolibar.com,unknown,no,yes,bottoms_denim_active,Health & Beauty,Childrenswear|Clothing|Clothing Accessories|Health & Beauty|Sportswear,50.03,0.28,26.5517,yes,no,US,https://www.coolibar.com/,,no,no,no,no,not_probed,,113688,10.0
do_not_prioritize_now,40.2,Groceries Apparel,groceriesapparel.com,unknown,no,no,,Clothing,Clothing,100.00,0.51,53.3834,no,yes,US,https://www.groceriesapparel.com,,no,no,no,no,not_probed,,65466,0.0
do_not_prioritize_now,40.2,Follow Suit Swimwear,shopfollowsuit.com,unknown,no,no,,Clothing,Clothing,100.00,0.51,52.824,no,yes,US,https://www.shopfollowsuit.com,,no,no,no,no,not_probed,,92293,0.0
do_not_prioritize_now,40.0,NorthSky Supply,northskysupply.com,unknown,no,no,,DIY,Automotive|Clothing|DIY|FMCG|Gadgets|Home & Garden|Office Supplies,100.00,1.00,89.2722,no,no,US,https://northskysupply.com/,,no,no,no,no,not_probed,,119387,0.0
do_not_prioritize_now,40.0,Sabah Shoes,sabah.am,unknown,no,yes,general_womenswear,Shoes,Clothing|Clothing Accessories|Menswear|Shoes|Womenswear,100.00,0.25,65.7036,yes,no,US,https://www.sabah.am/,,no,no,no,no,not_probed,,110560,0.0
do_not_prioritize_now,39.8,Dress Up America (US),dressupamerica.com,unknown,no,yes,dresses_formal;general_womenswear,Childrenswear,Childrenswear|Menswear|Toys & Games|Womenswear|Baby & Toddler,100.00,0.49,83.9161,no,no,US,https://dressupamerica.com/,,no,no,no,no,not_probed,,81983,10.0
do_not_prioritize_now,39.8,Ro's Garden,ros-garden.com,unknown,no,no,,Clothing,Clothing,100.00,0.49,65.4764,no,yes,US,https://ros-garden.com,,no,no,no,no,not_probed,,85443,0.0
do_not_prioritize_now,39.8,Insect Shield (US),insectshield.com,unknown,no,no,,Clothing,Clothing,100.00,0.49,71.5847,no,yes,US,https://www.insectshield.com/,,no,no,no,no,not_probed,,123298,0.0
do_not_prioritize_now,39.6,Kinetix Casual Luxury,kxclothing.com,unknown,no,no,,Clothing,Clothing,100.00,0.48,0,no,yes,US,https://www.kxclothing.com,,no,no,no,no,not_probed,,53985,0.0
do_not_prioritize_now,39.5,Standards and Practices,standardsandpractices.com,unknown,no,no,,Clothing,Clothing,42.50,0.30,35.1553,yes,yes,US,https://standardsandpractices.com,,no,no,no,no,not_probed,,90447,0.0
do_not_prioritize_now,39.3,Schutz (US),schutz-shoes.com,unknown,no,yes,general_womenswear,Shoes,Clothing|Clothing Accessories|Shoes|Womenswear,77.42,0.44,58.877,yes,no,US,https://schutz-shoes.com/,,no,no,no,no,not_probed,,105875,0.0
do_not_prioritize_now,39.2,gunamuna,gunamuna.com,unknown,no,no,,Clothing,Clothing,100.00,0.46,79.8116,no,yes,US,https://gunamuna.com,,no,no,no,no,not_probed,,97701,0.0
